Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,21.540001,22.969999,21.500000,22.969999,22.969999,11227200
2020-01-03,22.420000,23.420000,22.420000,23.040001,23.040001,12904000
2020-01-06,22.760000,23.330000,22.559999,23.120001,23.120001,7535300
2020-01-07,23.059999,23.549999,22.959000,23.360001,23.360001,8139700
2020-01-08,23.330000,24.139999,23.280001,24.020000,24.020000,8865500
2020-01-09,24.500000,24.889999,24.260000,24.520000,24.520000,9342600
2020-01-10,24.809999,24.809999,23.469999,23.900000,23.900000,8669000
2020-01-13,24.190001,24.230000,23.770000,23.980000,23.980000,5491100
2020-01-14,23.549999,24.125000,23.549999,23.870001,23.870001,9675700
2020-01-15,23.809999,23.969999,23.500000,23.680000,23.680000,8568800
2020-01-16,23.790001,23.969999,23.490000,23.780001,23.780001,4830600
2020-01-17,23.980000,24.070000,23.740000,23.910000,23.910000,7780400
2020-01-21,23.190001,23.990000,22.860001,23.910000,23.910000,7511500
2020-01-22,24.290001,25.139999,24.120001,24.160000,24.160000,10480700
2020-01-23,23.799999,24.070000,23.600000,23.930000,23.930000,4832400
2020-01-24,23.900000,23.910000,21.510000,21.889999,21.889999,15722300
2020-01-27,20.809999,22.240000,20.400000,21.990000,21.990000,7852700
2020-01-28,22.400000,22.799999,21.910000,22.510000,22.510000,6785800
2020-01-29,22.719999,22.799999,22.309999,22.530001,22.530001,6127200
2020-01-30,22.000000,22.750000,21.940001,22.430000,22.430000,4821800
2020-01-31,22.370001,22.414000,21.799999,22.240000,22.240000,5927200
2020-02-03,23.000000,24.650000,22.940001,23.850000,23.850000,13494200
2020-02-04,24.780001,24.799999,23.990000,24.139999,24.139999,8126300
2020-02-05,24.660000,24.660000,23.559999,23.780001,23.780001,5821200
2020-02-06,23.980000,25.115000,23.809999,24.799999,24.799999,10679700
2020-02-07,24.700001,24.980000,24.320000,24.620001,24.620001,4132800
2020-02-10,24.629999,25.469999,24.620001,25.350000,25.350000,9095000
2020-02-11,26.010000,26.975000,25.690001,26.270000,26.270000,11181900
2020-02-12,26.790001,27.500000,26.580000,27.070000,27.070000,12113800
2020-02-13,26.500000,27.440001,26.020000,27.180000,27.180000,9059600
2020-02-14,27.420000,27.480000,26.750000,26.930000,26.930000,4033900
2020-02-18,26.450001,26.500000,24.830000,25.299999,25.299999,12435500
2020-02-19,25.549999,25.750000,24.820000,25.049999,25.049999,9804500
2020-02-20,24.990000,25.389999,24.430000,24.719999,24.719999,8496800
2020-02-21,24.490000,24.700001,23.879999,24.100000,24.100000,5623300
2020-02-24,22.940001,24.379999,22.660000,24.180000,24.180000,6856300
2020-02-25,24.750000,24.799999,23.639999,23.980000,23.980000,11893800
2020-02-26,24.250000,24.879999,24.080000,24.260000,24.260000,6448200
2020-02-27,24.190001,25.000000,23.510000,24.420000,24.420000,10228300
2020-02-28,22.940001,23.000000,21.153000,22.430000,22.430000,14990300
2020-03-02,22.830000,23.830000,22.200001,23.790001,23.790001,7378200
2020-03-03,23.830000,24.750000,22.969999,23.360001,23.360001,7186400
2020-03-04,23.740000,24.125000,23.549999,23.930000,23.930000,5175100
2020-03-05,23.400000,23.900000,23.110001,23.430000,23.430000,6389400
2020-03-06,22.830000,23.049999,20.930000,21.500000,21.500000,10098700
2020-03-09,20.059999,20.570000,18.889999,20.010000,20.010000,8376600
2020-03-10,20.840000,21.040001,19.980000,20.850000,20.850000,4965100
2020-03-11,20.100000,20.900000,19.580000,19.760000,19.760000,5628800
2020-03-12,18.370001,18.959999,16.270000,18.540001,18.540001,8912100
2020-03-13,19.400000,19.774000,17.715000,18.690001,18.690001,6237800
2020-03-16,16.920000,18.389999,16.510000,17.570000,17.570000,6163800
2020-03-17,17.790001,18.450001,16.555000,18.190001,18.190001,6426500
2020-03-18,16.500000,17.790001,15.820000,17.020000,17.020000,6987200
2020-03-19,16.590000,17.924999,16.120001,17.150000,17.150000,6306700
2020-03-20,17.889999,18.250000,17.240000,17.540001,17.540001,5114200
2020-03-23,17.600000,17.760000,16.549999,17.469999,17.469999,5387700
2020-03-24,18.459999,18.969999,17.799999,18.709999,18.709999,6051300
2020-03-25,18.780001,20.165001,18.459999,18.549999,18.549999,9415600
2020-03-26,18.990000,19.830000,18.750000,19.510000,19.510000,5854900
2020-03-27,18.820000,18.969999,18.049999,18.580000,18.580000,5736100
2020-03-30,18.760000,18.820000,18.209999,18.660000,18.660000,8431200
